,Measured Depth m,MWD Continuous Inclination dega,MWD Magnetic Toolface dega,Weight on Bit kkgf,Average Hookload kkgf,Bit run number unitless,MWD Shock Risk unitless,Active Tank Volume m3,"Gas, Nor-C4 ppm",Hole Depth (TVD) m,MWD Collar RPM rpm,Average Standpipe Pressure kPa,Corr. Drilling Exponent unitless,Mud Temperature In degC,"Gas, C3 ppm",MWD Total Shocks unitless,MWD Shock Peak m/s2,Average Surface Torque kN.m,MWD Turbine RPM rpm,NRPM_RT unitless,MWD Continuous Azimuth dega,RHX_RT unitless,"Gas, Nor-C5 ppm",Mud Density Out g/cm3,MWD DNI Temperature degC,Total Bit Revolutions unitless,MWD Gamma Ray (API BH corrected) gAPI,"Gas, C2 ppm",Extrapolated Hole TVD m,"Gas, Iso-C4 ppm",Rate of Penetration (5ft avg) m/h,Bit Drill Distance m,AJAM_MWD unitless,Mud Density In g/cm3,Mud Flow In L/min,Lag Depth (TVD) m,RGX_RT unitless,H2S Average ppm,Mud Temperature Out degC,"Gas, Iso-C5 ppm",Mud Flow Out % %,MWD Stick-Slip PKtoPK RPM rpm,Bit Drill Time h,Rate of Penetration m/h,Average Rotary Speed rpm,"Gas, C1 ppm",Pass Name unitless,Gas %,nameWellbore,name,ARC Gamma Ray (BH corrected) gAPI,IMP/ARC Phase-Shift Resistivity 16-in. at 2 MHz ohm.m,ARC Shock Level unitless,GYRO_STAT1 unitless,Gyro Temperature degC,ARC Annular Pressure kPa,ARC Equivalent Circulating Density g/cm3,MWD Gravity Toolface dega,Gyro Continuous Inclination dega,Gyro Inertial ToolFace dega,GYRO_STAT2 unitless,IMP/ARC Attenuation Resistivity 40-in. at 2 MHz ohm.m,Annular Temperature degC,IMP/ARC Phase-Shift Resistivity 40-in. at 2 MHz ohm.m
0,109.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
1,109.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
2,109.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
3,109.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
4,109.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
5,110.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
6,110.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
7,110.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
8,110.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
9,110.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
10,110.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
11,110.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
12,111.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
13,111.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
14,111.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
15,111.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
16,111.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
17,111.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
18,112.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
19,112.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
20,112.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
21,112.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
22,112.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
23,112.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
24,112.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
25,113.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
26,113.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
27,113.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
28,113.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
29,113.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
30,113.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
31,113.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
32,114.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
33,114.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
34,114.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
35,114.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
36,114.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
37,114.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
38,115.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
39,115.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
40,115.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
41,115.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
42,115.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
43,115.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
44,115.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
45,116.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
46,116.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
47,116.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
48,116.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
49,116.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
50,116.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
51,117.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
52,117.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
53,117.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
54,117.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
55,117.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
56,117.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
57,117.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
58,118.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
59,118.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
60,118.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
61,118.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
62,118.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
63,118.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
64,119.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
65,119.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
66,119.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
67,119.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
68,119.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
69,119.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
70,119.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
71,120.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
72,120.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
73,120.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
74,120.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
75,120.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
76,120.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
77,121.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
78,121.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
79,121.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
80,121.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
81,121.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
82,121.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
83,121.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
84,122.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
85,122.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
86,122.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
87,122.53,,,,,,,,,,,,,,,,,,,,,,,,,0,,,122.5296,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
88,122.682,,,,,,,,,,,,,,,,,,,,,,,,,0,,,122.678952,,,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
89,122.834,,,,,,,,,,,,,,,,,,,,,,,,,0,,,122.831352,,204.740256,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
90,122.987,,,,,,,,,,,,,,,,,,,,,,,,,0,,,122.989848,,205.2828,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
91,123.139,,,,,,,,,,,,,,,,,,,,,,,,,0,,,123.1392,,221.184216,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
92,123.292,,,,,,,,,,,,,,,,,,,,,,,,,0,,,123.288552,,246.406416,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
93,123.444,,,,,,,,,,,,,,,,,,,,,,,,,0,,,123.440952,,255.135888,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
94,123.596,,,,,,,,,,,,,,,,,,,,,,,,,0,,,123.599448,,255.135888,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
95,123.749,,,,,,,,,,,,,,,,,,,,,,,,,0,,,123.7488,,239.243616,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
96,123.901,,,,,,,,,,,,,,,,,,,,,,,,,0,,,123.9012,,185.598816,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
97,124.054,,,,,,,,,,,,,,,,,,,,,,,,,0,,,124.050552,,16.754856,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
98,124.206,,,,,,,,,,,,,,,,,,,,,,,,,0,,,124.209048,,64.6176,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
99,124.358,,,,,,,,,,,,,,,,,,,,,,,,,0,,,124.361448,,64.864488,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
100,124.511,,,,,,,,,,,,,,,,,,,,,,,,,0,,,124.5108,,64.958976,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
101,124.663,,,,,,,,,,,,,,,,,,,,,,,,,0,,,124.660152,,65.01384,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
102,124.816,,,,,,,,,,,,,,,,,,,,,,,,,0,,,124.818648,,64.456056,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
103,124.968,,,,,,,,,,,,,,,,,,,,,,,,,0,,,124.971048,,63.879984,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
104,125.12,,,,,,,,,,,,,,,,,,,,,,,,,0,,,125.1204,,63.837312,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
105,125.273,,,,,,,,,,,,,,,,,,,,,,,,,0,,,125.269752,,64.139064,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
106,125.425,,,,,,,,,,,,,,,,,,,,,,,,,0,,,125.431296,,65.245488,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
107,125.578,,,,,,,,,,,,,,,,,,,,,,,,,0,,,125.580648,,227.585016,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
108,125.73,,,,,,,,,,,,,,,,,,,,,,,,,0,,,125.73,,236.088936,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
109,125.882,,,,,,,,,,,,,,,,,,,,,,,,,0,,,125.879352,,239.591088,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
110,126.035,,,,,,,,,,,,,,,,,,,,,,,,,0,,,126.028704,,245.126256,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
111,126.187,,,,,,,,,,,,,,,,,,,,,,,,,0,,,126.190248,,247.43664,,,,,,,,,,,,,,,,Drilling,,15/9-F-7 - Main Wellbore,Real Time MWD  Mudlog data - 36 in. section - MD Log,,,,,,,,,,,,,,
